1051323	487100	FAILED 
1051323	1319565	FAILED 
1051323	2863724	FAILED 
1051323	442978	FAILED 
1319565	860907	FAILED 
2863724	860907	FAILED 
442978	860907	FAILED 
487100	860907	FAILED 
10882077	22904520	FAILED 
10882077	55263630	FAILED 
1743511	3618001	FAILED 
1743511	2520328	FAILED 
1743511	2117705	FAILED 
2117705	3523206	FAILED 
2117705	3509954	FAILED 
214703	50446799	FAILED 
214703	47525234	FAILED 
214703	250913	FAILED 
22904520	2406749	FAILED 
22904520	53017027	FAILED 
2406749	55263630	FAILED 
250913	3390472	FAILED 
250913	3338106	FAILED 
250913	3552628	FAILED 
2520328	3523206	FAILED 
2520328	3509954	FAILED 
3338106	50446799	FAILED 
3338106	47525234	FAILED 
3390472	50446799	FAILED 
3390472	47525234	FAILED 
3399554	3399555	FAILED 
3502007	3552628	FAILED 
3509954	3618001	FAILED 
3523206	3618001	FAILED 
3552628	50446799	FAILED 
53017027	55263630	FAILED 
1051323	3618001	FAILED 
1051323	3523206	FAILED 
1051323	3652486	FAILED 
1051323	214703	FAILED 
1051323	12119938	FAILED 
1051323	7212082	FAILED 
1051323	3390460	FAILED 
1051323	1151717	FAILED 
1051323	1743511	FAILED 
1051323	2520328	FAILED 
1051323	3509954	FAILED 
1051323	2117705	FAILED 
1051323	388002	FAILED 
1051323	24056770	FAILED 
10519754	36174753	FAILED 
10519754	11668578	FAILED 
10519754	11814864	FAILED 
10697669	22894467	FAILED 
10697669	3510402	FAILED 
10697669	8557327	FAILED 
10697669	515916	FAILED 
10697669	938390	FAILED 
10697669	378126	FAILED 
10697669	862201	FAILED 
10825716	36174753	FAILED 
10825716	11668578	FAILED 
10825716	11814864	FAILED 
10882077	18134075	FAILED 
109253	7418246	FAILED 
109253	511311	FAILED 
109253	3764429	FAILED 
109253	3658991	FAILED 
1151717	828791	FAILED 
1151717	487100	FAILED 
1151717	1319565	FAILED 
1151717	860907	FAILED 
1151717	442978	FAILED 
1151717	2314808	FAILED 
1151717	2863724	FAILED 
12119938	3618001	FAILED 
12119938	3523206	FAILED 
12119938	3652486	FAILED 
12119938	810133	FAILED 
12119938	7212082	FAILED 
12119938	3390460	FAILED 
12119938	487100	FAILED 
12119938	2520328	FAILED 
12119938	2314808	FAILED 
12119938	3509954	FAILED 
12119938	1319565	FAILED 
12119938	860907	FAILED 
12119938	442978	FAILED 
12119938	388002	FAILED 
12119938	2863724	FAILED 
12119938	2117705	FAILED 
12119938	1743511	FAILED 
12534168	7418246	FAILED 
12534168	511311	SUCCESS 
12534168	3764429	FAILED 
12534168	3658991	FAILED 
1319565	3618001	FAILED 
1319565	3523206	FAILED 
1319565	3652486	FAILED 
1319565	214703	FAILED 
Final Result: 	1.0%
