3641484	3661433	FAILED 
2117705	3652486	FAILED 
2520328	3652486	FAILED 
2117705	3390460	FAILED 
2520328	3390460	FAILED 
2117705	810133	FAILED 
2520328	810133	FAILED 
2117705	2314808	FAILED 
2314808	2520328	FAILED 
1319565	2520328	FAILED 
1319565	2117705	FAILED 
2117705	442978	FAILED 
23566420	828791	FAILED 
2520328	442978	FAILED 
1470354	1494747	FAILED 
1470354	9588980	FAILED 
3661433	6576841	FAILED 
109253	511311	FAILED 
12534168	511311	SUCCESS 
3658991	511311	FAILED 
3764429	511311	FAILED 
511311	7418246	FAILED 
2117705	23566420	FAILED 
23566420	2520328	FAILED 
1494747	3661433	FAILED 
1494747	3641484	FAILED 
3641484	9588980	FAILED 
3661433	9588980	FAILED 
3390460	3652486	FAILED 
2117705	7212082	FAILED 
2520328	7212082	FAILED 
23566420	3652486	FAILED 
3652486	810133	FAILED 
109253	7418246	FAILED 
109253	3764429	FAILED 
109253	3658991	FAILED 
12534168	7418246	FAILED 
12534168	3764429	FAILED 
12534168	3658991	FAILED 
3159960	3581279	FAILED 
3159960	3373129	FAILED 
3473973	9588980	FAILED 
3473973	3479407	FAILED 
2314808	3652486	FAILED 
1319565	3652486	FAILED 
3652486	442978	FAILED 
4961370	828791	FAILED 
1075941	214703	FAILED 
11016549	214703	FAILED 
1608174	214703	FAILED 
214703	5199294	FAILED 
214703	22959415	FAILED 
214703	4708173	FAILED 
214703	500680	FAILED 
214703	3314316	FAILED 
214703	23519721	FAILED 
214703	615068	FAILED 
1470354	18544011	FAILED 
1470354	18297178	FAILED 
1470354	864920	FAILED 
1470354	9667669	FAILED 
2117705	4961370	FAILED 
2520328	4961370	FAILED 
18297178	3661433	FAILED 
18297178	3641484	FAILED 
18544011	3641484	FAILED 
18544011	3661433	FAILED 
3342530	3479407	FAILED 
3641484	9667669	FAILED 
3641484	864920	FAILED 
3661433	9667669	FAILED 
3661433	864920	FAILED 
3652486	7212082	FAILED 
3652486	4961370	FAILED 
2117705	3509954	FAILED 
2520328	3509954	FAILED 
1151717	828791	FAILED 
1494747	6576841	FAILED 
1494747	18544011	FAILED 
1494747	18297178	FAILED 
1494747	864920	FAILED 
1494747	9667669	FAILED 
18297178	9588980	FAILED 
18544011	9588980	FAILED 
22191989	9588980	FAILED 
22191989	3479407	FAILED 
23566420	3390460	FAILED 
3342530	3661433	FAILED 
3342530	3641484	FAILED 
6576841	9588980	FAILED 
864920	9588980	FAILED 
9588980	9667669	FAILED 
47610605	828791	FAILED 
3652486	388002	FAILED 
23566420	810133	FAILED 
3390460	810133	FAILED 
2314808	23566420	FAILED 
2314808	3390460	FAILED 
10882077	22904520	FAILED 
10882077	55263630	FAILED 
Final Result: 	1.0%
