10882077	22904520	FAILED 
10882077	55263630	FAILED 
22904520	2406749	FAILED 
22904520	53017027	FAILED 
2406749	55263630	FAILED 
53017027	55263630	FAILED 
3399554	3399555	FAILED 
3159960	3581279	FAILED 
3159960	3373129	FAILED 
250913	3552628	FAILED 
3502007	3552628	FAILED 
3552628	50446799	FAILED 
10697669	3510402	FAILED 
10697669	515916	FAILED 
3510402	47525234	FAILED 
47525234	515916	FAILED 
214703	50446799	FAILED 
214703	47525234	FAILED 
214703	250913	FAILED 
250913	3390472	FAILED 
250913	3338106	FAILED 
3338106	50446799	FAILED 
3338106	47525234	FAILED 
3390472	50446799	FAILED 
3390472	47525234	FAILED 
10697669	8557327	FAILED 
10697669	938390	FAILED 
10697669	378126	FAILED 
10697669	862201	FAILED 
199069	3479407	FAILED 
3552628	378126	FAILED 
3552628	8557327	FAILED 
3552628	938390	FAILED 
3552628	862201	FAILED 
22191989	53808975	FAILED 
10519754	36174753	FAILED 
10519754	11668578	FAILED 
10519754	11814864	FAILED 
10825716	36174753	FAILED 
10825716	11668578	FAILED 
10825716	11814864	FAILED 
10882077	18134075	FAILED 
18134075	7418246	FAILED 
18134075	22904520	FAILED 
18134075	55263630	FAILED 
18134075	2406749	FAILED 
18134075	53017027	FAILED 
214703	3552628	FAILED 
3338106	3552628	FAILED 
3390472	3552628	FAILED 
23439807	4961370	FAILED 
34501412	4961370	FAILED 
3547121	4961370	FAILED 
3836611	4961370	FAILED 
250913	3399554	FAILED 
3399554	50446799	FAILED 
3399554	3502007	FAILED 
1051323	487100	FAILED 
1051323	1319565	FAILED 
1051323	2863724	FAILED 
1051323	442978	FAILED 
1319565	860907	FAILED 
2863724	860907	FAILED 
442978	860907	FAILED 
487100	860907	FAILED 
12805499	3480782	FAILED 
12805499	2072824	FAILED 
1473065	9128155	FAILED 
1473065	52791072	FAILED 
18695570	3480782	FAILED 
18695570	2072824	FAILED 
2072824	759284	FAILED 
2287271	49832957	FAILED 
2287271	6157727	FAILED 
23439807	6157727	FAILED 
23439807	49832957	FAILED 
23566420	6157727	FAILED 
23566420	49832957	FAILED 
3399554	3510402	FAILED 
3399554	515916	FAILED 
34501412	47525234	FAILED 
34501412	50375944	FAILED 
3480782	759284	FAILED 
3547121	49832957	FAILED 
3547121	6157727	FAILED 
3836611	49832957	FAILED 
3836611	6157727	FAILED 
47525234	49832957	FAILED 
49832957	50375944	FAILED 
51661225	52791072	FAILED 
51661225	9128155	FAILED 
1774474	53000349	FAILED 
1743511	3618001	FAILED 
1743511	2520328	FAILED 
1743511	2117705	FAILED 
2117705	3523206	FAILED 
2117705	3509954	FAILED 
2520328	3523206	FAILED 
2520328	3509954	FAILED 
3509954	3618001	FAILED 
Final Result: 	0.0%
