2287271	3479407	FAILED 
2287271	3338106	FAILED 
2287271	47525234	FAILED 
3479407	828791	FAILED 
2287271	3399555	FAILED 
3338106	828791	FAILED 
10697669	2287271	FAILED 
1075941	2287271	FAILED 
11016549	2287271	FAILED 
1470354	2287271	FAILED 
1494747	2287271	FAILED 
1608174	2287271	FAILED 
2287271	5199294	FAILED 
2287271	23519721	FAILED 
2287271	4708173	FAILED 
2287271	3314316	FAILED 
2287271	615068	FAILED 
2287271	22959415	FAILED 
2287271	500680	FAILED 
3338106	3479407	FAILED 
47525234	828791	FAILED 
17996343	2287271	FAILED 
2287271	56878067	FAILED 
2287271	2990210	FAILED 
2287271	3272753	FAILED 
2287271	689830	FAILED 
2287271	98199	FAILED 
2287271	3502007	FAILED 
2287271	3837743	FAILED 
2287271	3373120	FAILED 
2287271	56874859	FAILED 
2287271	3658991	FAILED 
2287271	3764429	FAILED 
3399555	828791	FAILED 
3479407	47525234	FAILED 
2287271	7418246	FAILED 
2287271	3399554	FAILED 
2287271	22904520	FAILED 
2287271	55263630	FAILED 
10697669	828791	FAILED 
1075941	828791	FAILED 
11016549	828791	FAILED 
1470354	828791	FAILED 
1494747	828791	FAILED 
1608174	828791	FAILED 
22959415	828791	FAILED 
23519721	828791	FAILED 
3314316	828791	FAILED 
4708173	828791	FAILED 
500680	828791	FAILED 
5199294	828791	FAILED 
615068	828791	FAILED 
3338106	47525234	FAILED 
3399555	3479407	FAILED 
2287271	3342530	FAILED 
2287271	3552628	FAILED 
10697669	3479407	FAILED 
1075941	3479407	FAILED 
11016549	3479407	FAILED 
1608174	3479407	FAILED 
214703	3479407	FAILED 
22959415	3479407	FAILED 
23519721	3479407	FAILED 
3314316	3479407	FAILED 
3479407	5199294	FAILED 
3479407	810133	FAILED 
3479407	4708173	FAILED 
3479407	500680	FAILED 
3479407	615068	FAILED 
17996343	828791	FAILED 
2990210	828791	FAILED 
3272753	828791	FAILED 
3373120	828791	FAILED 
3502007	828791	FAILED 
3658991	828791	FAILED 
3764429	828791	FAILED 
3837743	828791	FAILED 
56874859	828791	FAILED 
56878067	828791	FAILED 
689830	828791	FAILED 
828791	98199	FAILED 
2314808	3479407	FAILED 
10661498	2287271	FAILED 
10882077	2287271	FAILED 
11110710	2287271	FAILED 
1470354	3338106	FAILED 
1494747	3338106	FAILED 
18544011	2287271	FAILED 
2287271	250913	FAILED 
2287271	3390472	FAILED 
2287271	5870979	FAILED 
2287271	35573562	FAILED 
2287271	34509517	FAILED 
2287271	4993212	FAILED 
2287271	50446799	FAILED 
2287271	2406749	FAILED 
2287271	938390	FAILED 
2287271	3480781	FAILED 
2287271	862201	FAILED 
2287271	53017027	FAILED 
Final Result: 	0.0%
