3354361	2588694
3354361	3595008
3354361	944303
3354361	170445
3354361	1058410
3354361	47339372
3354361	497582
3354361	12769619
3354361	3582991
3354361	3582990
3354361	24913141
3354361	3516558
3354361	557751
3354361	1314048
3354361	835852
3354361	47411799
3354361	55175908
3354361	3651666
3354361	3581343
3354361	3581342
3354361	3581341
3354361	1749219
3354361	3373418
3354361	3373419
3354361	34138961
3354361	1777607
3354361	13271960
3354361	6116499
3354361	2151135
3354361	649459
3354361	1246535
3354361	44074197
3354361	551435
3354361	3635024
3354361	1480424
3354361	34959277
3354361	1049927
3354361	12332964
3354361	12730107
3354361	51447053
3354361	448365
3354361	3007705
3354361	21849743
3354361	4096294
3354361	55573990
3354361	971184
3354361	1390314
3354361	3376616
3354361	3399442
3354361	2826657
3354361	433687
3354361	13152713
3354361	42201903
3354361	1861619
3354361	841190
3354361	153398
3354361	36977834
3354361	12624188
3354361	47679023
3354361	12658648
3354361	12763669
3354361	47666898
3354361	42657535
3354361	1259673
3354361	20924940
3354361	3597640
3354361	162405
3354361	18013508
3354361	51612217
3354361	535231
3354361	34299867
3354361	11294389
3354361	1866441
3354361	50755077
3354361	1222358
3354361	48395
3354361	12519758
3354361	589471
3354361	35977073
3354361	532407
3354361	42225023
3354361	644548
3354361	12731824
3354361	28114994
3354361	684562
3354361	42491076
3354361	10661305
3354361	517181
3354361	446104
3354361	1069714
3354361	14120673
3354361	56736843
3354361	9116396
3354361	21679542
3354361	1131741
3354361	833073
3354361	20782927
3354361	6151536
3354361	47708958
3354361	2600287
3354361	12711489
3354361	10884613
3354361	3313781
3354361	12554609
3354361	3725957
3354361	10887760
3354361	11604471
3354361	53517104
3354361	47190162
3354361	3668622
3354361	12651501
3354361	18024838
3354361	751973
3354361	476811
3354361	18024307
3354361	3417717
3354361	5500783
3354361	4562544
3354361	153062
3354361	53043463
3354361	12705498
3354361	12530862
3354361	97367
3354361	10248100
3354361	924028
3354361	17968024
3354361	23421867
3354361	1140375
3354361	23603646
3354361	3815489
3354361	2608046
3354361	52565917
3354361	1420246
3354361	368548
3354361	3635023
3354361	41654738
3354361	47649094
3354361	17916723
3354361	1520328
3354361	2300996
3354361	2169239
3354361	3668574
3354361	2324298
3354361	3668578
3354361	3668579
3354361	3347226
3354361	561047
3354361	880561
3354361	1756761
3354361	47675832
3354361	2557092
3354361	47465510
3354361	1180892
3354361	13017845
3354361	56335869
3354361	12761546
3354361	34604911
3354361	24577961
3354361	2893472
3354361	27702301
3354361	723714
3354361	9096943
3354361	3353698
3354361	51200294
3354361	12773170
3354361	402341
3354361	12901190
3354361	1385976
3354361	6117304
3354361	3568944
3354361	17906890
3354361	50220071
3354361	939214
3354361	3660
3354361	1026127
