1;1;1.66096404744;1;1;
1;2;0;0;4;
2;3;0;0;8;
2;4;0;0;8;
2;5;0;0;16;
3;6;0;0;20;
4;7;0;0;6;
5;8;0;0;12;
5;17881;0;0;20;
5;17951;0;0;20;
6;13858;0;0;50;
6;17860;0;0;30;
6;17573;0;0;50;
6;17862;0;0;40;
6;17863;0;0;70;
6;9;0;0;50;
6;10;0;0;50;
6;13878;0;0;130;
6;17861;0;0;40;
7;33340;0;0;12;
7;11;0;0;21;
8;17688;0;0;6;
8;12;0;0;42;
9;16;0;0;10;
9;14;0;0;15;
9;13;0;0;20;
9;15;0;0;15;
10;17;0;0;15;
10;18;0;0;40;
10;19;0;0;15;
10;20;0;0;45;
11;577;0;0;35;
11;21;0;0;49;
11;22;0;0;49;
11;23;0;0;105;
11;1144;0;0;28;
11;254;0;0;49;
12;132;0;0;266;
12;10630;0;0;70;
12;1479;0;0;126;
12;201;0;0;252;
12;202;0;0;56;
12;203;0;0;84;
12;366;0;0;70;
12;4497;0;0;98;
12;200;0;0;238;
12;4338;0;0;98;
12;1397;0;0;154;
12;24;0;0;504;
12;1275;0;0;70;
13;21;0;0;28;
13;22;0;0;28;
13;23;0;0;60;
14;26;0;0;48;
14;25;0;0;9;
15;27;0;0;12;
15;28;0;0;63;
16;29;0;0;16;
17;27;0;0;12;
17;28;0;0;63;
18;32;0;0;136;
18;4770;0;0;32;
18;4134;0;0;32;
18;845;0;0;24;
18;21651;0;0;40;
18;30;0;0;56;
18;31;0;0;144;
19;33;0;0;9;
19;445;0;0;15;
20;32;0;0;153;
20;21728;0;0;27;
20;34;0;0;18;
20;22560;0;0;36;
20;12043;0;0;54;
20;21681;0;0;27;
20;12217;0;0;45;
20;23281;0;0;36;
21;35;0;0;42;
21;36;0;0;42;
21;1415;0;0;70;
21;457;0;0;49;
21;25466;0;0;49;
22;37;0;0;21;
22;38;0;0;14;
22;39;0;0;21;
22;40;0;0;56;
22;122;0;0;84;
23;354;0;0;45;
23;43;0;0;90;
23;4391;0;0;90;
23;41;0;0;75;
23;42;0;0;330;
23;140;0;0;135;
23;1486;0;0;45;
23;880;0;0;165;
23;4787;0;0;45;
23;1012;0;0;60;
23;858;0;0;105;
23;1386;0;0;90;
23;127;0;0;735;
24;4994;0;0;216;
24;30471;0;0;180;
24;1324;0;0;468;
24;1035;0;0;144;
24;22545;0;0;216;
24;21651;0;0;180;
24;1173;0;0;288;
24;4134;0;0;144;
24;3751;0;0;180;
24;10664;0;0;144;
24;10665;0;0;108;
24;4394;0;0;180;
24;44;0;0;1548;
24;12334;0;0;216;
24;560;0;0;252;
24;12854;0;0;144;
24;1337;0;0;252;
24;445;0;0;180;
24;22078;0;0;108;
24;11868;0;0;180;
24;461;0;0;216;
24;845;0;0;108;
24;10064;0;0;468;
24;10065;0;0;72;
24;850;0;0;360;
24;22740;0;0;180;
24;220;0;0;144;
24;4965;0;0;144;
24;3818;0;0;180;
24;4714;0;0;180;
24;22077;0;0;180;
24;501;0;0;468;
24;12150;0;0;180;
24;380;0;0;288;
24;618;0;0;216;
25;46;0;0;42;
25;45;0;0;24;
26;14690;0;0;64;
26;4859;0;0;64;
26;965;0;0;96;
26;2440;0;0;96;
26;44;0;0;688;
26;4301;0;0;48;
26;24936;0;0;112;
26;818;0;0;48;
26;30371;0;0;96;
26;3895;0;0;64;
26;4026;0;0;96;
26;4379;0;0;64;
26;1085;0;0;96;
26;4382;0;0;160;
26;4895;0;0;80;
27;47;0;0;44;
27;45;0;0;32;
28;9312;0;0;84;
28;609;0;0;105;
28;1251;0;0;63;
28;964;0;0;84;
28;4982;0;0;189;
28;4339;0;0;105;
28;904;0;0;63;
28;556;0;0;63;
28;44;0;0;903;
28;4942;0;0;84;
28;528;0;0;126;
28;4712;0;0;168;
28;4243;0;0;84;
28;31349;0;0;84;
28;4783;0;0;168;
28;1080;0;0;126;
28;634;0;0;63;
28;4443;0;0;84;
28;1533;0;0;126;
29;48;0;0;32;
29;32451;0;0;48;
29;31910;0;0;40;
