1058506	1849480	FAILED 
1058506	47189598	FAILED 
1058506	19016563	FAILED 
1058506	3232744	FAILED 
1058506	56697823	FAILED 
1058506	54317171	FAILED 
1058506	53071292	FAILED 
1058506	53759712	FAILED 
1058506	2248068	FAILED 
1058506	54847947	FAILED 
1058506	12804056	FAILED 
1058506	1440724	FAILED 
1058506	194705	FAILED 
1058506	18356011	FAILED 
1058506	13265915	FAILED 
1058506	13059861	FAILED 
1058506	937595	FAILED 
1058506	53140451	FAILED 
1058506	34115764	FAILED 
1058506	18356760	FAILED 
Final Result: 	0.0%
